42102	11003.6111
42374	11108.6111
42712	11155.8333
42886	11133.3333
42933	11183.3333
42983	11416.6667
43000	11423.8889
42896	12421.6667
42973	12645.0
43156	12355.8333
43189	12363.3333
43335	12386.6667
43356	12286.9444
43291	11963.0556
43148	11595.0
43150	11600.0
43026	11973.0556
42711	12372.7778
42433	12300.0
42478	12149.4444
42652	11770.2778
42687	11690.5556
42842	11522.2222
42855	11503.0556
42853	11297.5
42929	11310.2778
43253	11461.1111
43187	11485.5556
43137	11569.4444
43150	11583.3333
42884	11785.2778
42814	11751.1111
42674	11822.7778
42661	11846.9444
42196	12058.3333
41836	11715.8333
42106	11511.3889
42057	11438.3333
42102	11003.6111
