57633	30133.3333
57100	30166.6667
56967	30300.0
56950	30250.0
56850	30250.0
56817	30316.6667
56783	30400.0
56667	30500.0
56550	30466.6667
56517	30483.3333
56467	30400.0
56450	30500.0
56600	30716.6667
56733	30733.3333
56750	30750.0
56750	30833.3333
56650	30950.0
56600	31033.3333
56567	31016.6667
56517	31083.3333
56467	31116.6667
56367	30866.6667
56167	30633.3333
56300	30916.6667
56250	31000.0
56283	31183.3333
56317	31216.6667
56433	31283.3333
56367	31400.0
56383	31450.0
56050	31533.3333
56033	31500.0
55967	31516.6667
56017	31300.0
55950	31250.0
56017	31083.3333
55983	31100.0
55883	31233.3333
55750	31200.0
55750	31166.6667
55667	31100.0
55683	31000.0
55550	30966.6667
55550	30933.3333
55517	30900.0
55483	30933.3333
55667	31216.6667
55633	31233.3333
55667	31366.6667
55867	31300.0
55850	31366.6667
55867	31383.3333
55767	31516.6667
55833	31533.3333
55850	31600.0
55950	31683.3333
55983	31733.3333
56017	31766.6667
56067	31750.0
56100	31700.0
56133	31683.3333
56167	31666.6667
56250	31766.6667
56250	31783.3333
56133	31800.0
56000	31850.0
55983	31833.3333
55967	31816.6667
55917	31816.6667
55933	31833.3333
55967	31883.3333
56000	31883.3333
56017	31916.6667
55933	31916.6667
55883	31900.0
55767	31833.3333
55700	31800.0
55683	31983.3333
55667	32033.3333
55650	32083.3333
55783	32033.3333
55733	32233.3333
55750	32250.0
55833	32350.0
55883	32333.3333
55900	32266.6667
55950	32166.6667
56117	32150.0
56067	32183.3333
56017	32216.6667
55967	32333.3333
56033	32450.0
56033	32500.0
56167	32466.6667
56167	32416.6667
56333	32416.6667
56350	32433.3333
56350	32483.3333
56350	32633.3333
56483	32616.6667
56417	32800.0
56433	32833.3333
56517	32816.6667
56467	32866.6667
56483	33016.6667
56483	33050.0
56683	33216.6667
56783	33200.0
56933	33333.3333
57067	33416.6667
56933	33533.3333
56900	33533.3333
56900	33550.0
56889	33538.8889
56867	33500.0
56750	33500.0
56501	33413.0556
56483	33366.6667
56467	33333.3333
56350	33300.0
56417	33383.3333
56483	33483.3333
56400	33516.6667
56350	33600.0
56150	33483.3333
56017	33250.0
55983	33116.6667
55967	33083.3333
56183	33083.3333
56183	32833.3333
56133	32900.0
56083	32900.0
55917	32866.6667
55783	33000.0
55850	33066.6667
55700	33183.3333
55633	33350.0
55617	33350.0
55633	33416.6667
55617	33466.6667
55567	33483.3333
55667	33550.0
55550	33816.6667
55550	33866.6667
55267	33933.3333
55150	33900.0
55167	33850.0
55283	33750.0
55333	33600.0
55217	33500.0
55200	33466.6667
55150	33483.3333
55117	33466.6667
55083	33383.3333
54917	33516.6667
54983	34283.3333
54750	34200.0
54667	34166.6667
54783	34050.0
54717	33883.3333
54750	33733.3333
54650	33683.3333
54533	33716.6667
54600	33533.3333
54650	33466.6667
54667	33466.6667
54683	33400.0
54783	33333.3333
54750	33200.0
54817	33116.6667
54833	33116.6667
54933	33133.3333
54967	33166.6667
55100	33266.6667
55117	33266.6667
55133	33100.0
55050	33016.6667
55133	33000.0
55233	32900.0
55400	32966.6667
55417	32883.3333
55517	32933.3333
55517	32883.3333
55483	32833.3333
55433	32766.6667
55450	32666.6667
55500	32533.3333
55583	32600.0
55600	32716.6667
55633	32766.6667
55650	32750.0
55800	32800.0
55900	32783.3333
55833	32616.6667
55600	32216.6667
55383	32050.0
55483	32000.0
55467	31900.0
55433	31883.3333
55500	31816.6667
55467	31750.0
55433	31683.3333
55467	31583.3333
55550	31550.0
55583	31533.3333
55417	31450.0
55383	31350.0
55333	31250.0
55200	31316.6667
55233	31433.3333
55167	31500.0
55167	31466.6667
55083	31366.6667
54917	31416.6667
54717	31500.0
54833	31483.3333
54967	31516.6667
55000	31633.3333
55017	31750.0
55150	31783.3333
55333	31716.6667
55333	31800.0
55217	31816.6667
55183	31816.6667
55133	31900.0
55050	31966.6667
55067	32016.6667
55283	32183.3333
55333	32300.0
55350	32400.0
55233	32466.6667
55067	32383.3333
55033	32450.0
55117	32633.3333
54967	32916.6667
54767	32833.3333
54633	32683.3333
54600	32616.6667
54567	32533.3333
54533	32516.6667
54583	32516.6667
54683	32516.6667
54667	32383.3333
54767	32366.6667
54917	32266.6667
54983	32233.3333
55033	32183.3333
55050	32150.0
55017	32166.6667
54950	32150.0
54883	32150.0
54867	32100.0
54867	32050.0
54633	32050.0
54567	32033.3333
54733	31916.6667
54783	31900.0
54667	31816.6667
54717	31800.0
54750	31783.3333
54800	31766.6667
54767	31683.3333
54650	31683.3333
54550	31566.6667
54417	31733.3333
