42102.5	11003.6111
42373.8889	11108.6111
42712.5	11155.8333
42885.8333	11133.3333
42933.3333	11183.3333
42853.3333	11297.5
42929.4444	11310.2778
42983.3333	11416.6667
43000.2778	11423.8889
43252.7778	11461.1111
43187.2222	11485.5556
43150.0	11600.0
43148.0556	11595.0
43150.0	11583.3333
43136.6667	11569.4444
42855.2778	11503.0556
42841.9444	11522.2222
42660.5556	11846.9444
42673.6111	11822.7778
42651.9444	11770.2778
42686.6667	11690.5556
42814.4444	11751.1111
42884.4444	11785.2778
43026.1111	11973.0556
43290.5556	11963.0556
43355.5556	12286.9444
43334.7222	12386.6667
43189.1667	12363.3333
43156.3889	12355.8333
42973.3333	12645.0
42895.5556	12421.6667
42711.3889	12372.7778
42433.3333	12300.0
42477.5	12149.4444
42195.5556	12058.3333
41836.1111	11715.8333
42106.3889	11511.3889
42057.2222	11438.3333
42102.5	11003.6111
